cpu_name,num_sockets,cores,price,cpu_mark,cpu_value,thread_mark,thread_value,tdp,power_perf,test_date,socket,category
AMD A4-9125,1,2,,"1,210",,"1,041",,15,80.66,Nov 2018,BGA (FT4),Laptop
AMD A6 Micro-6500T APU,1,4,,"1,146",,630,,,,Jan 2016,Unknown,Laptop
AMD A6 PRO-7050B APU,1,2,,"1,009",,875,,17,59.34,Sep 2014,FP3,Laptop
AMD A6 PRO-7400B,1,1,,"1,696",,"1,505",,65,26.09,Dec 2014,FM2+,Desktop
AMD A6-1450 APU,1,4,,"1,072",,460,,8,134.04,May 2013,FT3,Laptop
AMD A6-3400M APU,1,4,24.45,"1,191",48.69,691,28.27,35,34.02,Jun 2011,FS1,Laptop
AMD A6-3410MX APU,1,4,3.99,"1,263",316.44,732,183.53,45,28.06,Jul 2011,FS1,Laptop
AMD A6-3420M APU,1,4,,"1,294",,773,,35,36.96,Jan 2012,FS1,Laptop
AMD A6-3430MX APU,1,4,,"1,448",,822,,45,32.18,Feb 2012,FS1,Laptop
AMD A6-3500 APU,1,3,60.23,"1,420",23.58,963,15.99,65,21.85,Sep 2011,FM1,Desktop
AMD A6-3600 APU,1,4,24.95,"1,697",68.02,909,36.44,65,26.11,Nov 2011,FM1,Desktop
AMD A6-3620 APU,1,4,22.49,"1,851",82.30,985,43.79,65,28.48,Feb 2012,FM1,Desktop
AMD A6-3650 APU,1,4,128.00,"2,070",16.17,"1,038",8.11,100,20.70,Jul 2011,FM1,Desktop
AMD A6-3670 APU,1,4,54.95,"2,171",39.52,"1,144",20.82,100,21.71,Jan 2012,FM1,Desktop
AMD A6-4400M APU,1,1,24.95,"1,010",40.49,"1,027",41.15,35,28.86,Apr 2012,FS1r2,Laptop
AMD A6-4455M APU,1,1,,793,,786,,17,46.64,Jul 2012,FP2,Laptop
AMD A6-5200 APU,1,4,,"1,665",,664,,25,66.61,Jul 2013,FT3,Laptop
AMD A6-5345M APU,1,2,,"1,122",,"1,094",,17,65.97,Apr 2014,FP2,Laptop
AMD A6-5350M APU,1,2,33.12,"1,232",37.18,"1,236",37.31,35,35.19,Jul 2013,FS1r2,Laptop
AMD A6-5357M APU,1,2,,"1,165",,"1,243",,35,33.30,Oct 2013,FP2,Laptop
AMD A6-5400B APU,1,1,28.94,"1,459",50.43,"1,408",48.64,65,22.45,Nov 2013,FM2,Desktop
AMD A6-5400K APU,1,1,52.02,"1,273",24.47,"1,271",24.43,65,19.58,Oct 2012,FM2,Desktop
AMD A6-6310 APU,1,4,,"1,677",,742,,15,111.77,Jul 2014,FT3,Laptop
AMD A6-6400B APU,1,1,,"1,616",,"1,608",,65,24.85,Feb 2014,FM2,Desktop
AMD A6-6400K APU,1,1,75.00,"1,501",20.02,"1,449",19.33,65,23.10,Jul 2013,FM2,Desktop
AMD A6-6420B APU,1,1,,"1,550",,"1,629",,65,23.84,Nov 2014,FM2,Desktop
AMD A6-6420K APU,1,2,149.99,"1,576",10.51,"1,553",10.35,65,24.24,Oct 2014,FM2,Desktop
AMD A6-7000,1,2,,"1,010",,857,,17,59.40,Feb 2015,FP3,Laptop
AMD A6-7310 APU,1,4,,"1,724",,775,,25,68.96,Jun 2015,Unknown,Laptop
AMD A6-7400K APU,1,2,85.23,"1,634",19.17,"1,440",16.90,65,25.13,Oct 2014,FM2+,Desktop
AMD A6-7470K,1,1,89.00,"1,799",20.22,"1,576",17.71,65,27.68,May 2016,FM2+,Desktop
AMD A6-7480,1,2,34.82,"1,836",52.72,"1,558",44.76,65,28.24,Apr 2019,FM2+,Desktop
AMD A6-8500P,1,2,,"1,445",,"1,253",,15,96.32,May 2016,BGA (FP4),Laptop
AMD A6-8550,1,2,,"1,604",,"1,474",,65,24.68,Nov 2015,FM2+,Desktop
AMD A6-9200,1,2,,"1,116",,970,,10,111.55,Mar 2018,BGA,Laptop
AMD A6-9210,1,2,,"1,230",,"1,076",,15,82.02,Jul 2016,FP4,Laptop
AMD A6-9220,1,2,,"1,280",,"1,135",,15,85.32,Aug 2017,Unknown,Laptop
AMD A6-9220C,1,2,,"1,053",,995,,6,175.46,May 2019,FT4,Laptop
AMD A6-9220e,1,2,,977,,863,,,,Feb 2018,Unknown,Laptop
AMD A6-9225,1,2,,"1,329",,"1,157",,15,88.57,Aug 2018,BGA (FT4),Laptop
AMD A6-9230,1,2,,"1,303",,"1,124",,15,86.86,Aug 2017,Unknown,Desktop
AMD A6-9400,1,2,,"2,717",,"1,664",,10,271.70,Nov 2019,FT4,Laptop
AMD A6-9500,1,2,40.00,"1,869",46.73,"1,624",40.61,65,28.75,Dec 2016,AM4,Desktop
AMD A6-9500E,1,2,57.36,"1,756",30.61,"1,347",23.48,35,50.17,Oct 2018,AM4,Desktop
AMD A8 PRO-7150B APU,1,4,,"1,528",,763,,19,80.45,Jul 2014,FP3,Laptop
AMD A8 PRO-7600B APU,1,4,,"2,962",,"1,387",,65,45.57,Sep 2014,FM2+,Desktop
AMD A8-3500M APU,1,4,59.95,"1,400",23.36,813,13.56,35,40.01,Jul 2011,FS1,Laptop
AMD A8-3510MX APU,1,4,77.11,"1,631",21.15,898,11.65,45,36.24,Aug 2011,FS1,Laptop
AMD A8-3520M APU,1,4,55.00,"1,448",26.33,845,15.36,35,41.37,Jan 2012,FS1,Laptop
AMD A8-3530MX APU,1,4,,"1,608",,938,,45,35.74,Jul 2011,FS1,Laptop
AMD A8-3550MX APU,1,4,,"1,687",,962,,45,37.50,Mar 2012,FS1,Laptop
AMD A8-3800 APU,1,4,109.95,"2,049",18.63,"1,068",9.71,65,31.52,Sep 2011,FM1,Desktop
AMD A8-3820 APU,1,4,44.95,"2,174",48.36,"1,131",25.16,65,33.44,Jan 2012,FM1,Desktop
AMD A8-3850 APU,1,4,68.02,"2,374",34.90,"1,214",17.84,100,23.74,Jun 2011,FM1,Desktop
AMD A8-3870K APU,1,4,68.04,"2,319",34.08,"1,210",17.78,100,23.19,Dec 2011,FM1,Desktop
AMD A8-4500M APU,1,2,48.02,"1,687",35.13,921,19.19,35,48.20,May 2012,FS1r2,Laptop
AMD A8-4555M APU,1,2,,"1,331",,789,,19,70.03,Oct 2012,FP2,Laptop
AMD A8-5500 APU,1,2,58.95,"2,610",44.27,"1,336",22.66,65,40.15,Jun 2012,FM2,Desktop
AMD A8-5500B APU,1,2,49.04,"2,612",53.27,"1,327",27.06,65,40.19,Mar 2013,FM2,Desktop
AMD A8-5545M APU,1,4,,"1,567",,832,,19,82.49,Aug 2013,FP2,Laptop
AMD A8-5550M APU,1,4,,"1,862",,"1,036",,35,53.21,Jul 2013,FS1r2,Laptop
AMD A8-5557M APU,1,4,,"1,801",,"1,037",,35,51.45,Jul 2013,FP2,Laptop
AMD A8-5600K APU,1,4,69.01,"2,857",41.40,"1,430",20.73,100,28.57,Oct 2012,FM2,Desktop
AMD A8-6410 APU,1,4,,"1,771",,783,,15,118.08,Jun 2014,BGA769 (FT3b),Laptop
AMD A8-6500 APU,1,2,27.80,"2,822",101.49,"1,473",52.98,65,43.41,Aug 2013,FM2,Desktop
AMD A8-6500B APU,1,2,49.95,"2,886",57.78,"1,506",30.15,65,44.40,Apr 2014,FM2,Desktop
AMD A8-6500T APU,1,2,59.95,"1,929",32.18,"1,111",18.53,45,42.87,Mar 2014,FM2,Desktop
AMD A8-6600K APU,1,2,88.02,"3,007",34.17,"1,538",17.47,100,30.07,Jun 2013,FM2,Desktop
AMD A8-7050,1,2,,"1,152",,945,,15,76.77,Jan 2016,Unknown,Laptop
AMD A8-7100 APU,1,4,,"1,638",,840,,19,86.22,Aug 2014,FP3,Laptop
AMD A8-7200P,1,4,,"2,154",,"1,054",,35,61.55,Jul 2015,FP3,Laptop
AMD A8-7410 APU,1,4,,"1,813",,804,,25,72.52,Jun 2015,Unknown,Laptop
AMD A8-7500,1,2,,"3,422",,"1,410",,65,52.65,Jun 2016,FM2+,Desktop
AMD A8-7600 APU,1,2,29.99,"3,217",107.26,"1,448",48.28,65,49.49,Jul 2014,FM2+,Desktop
AMD A8-7650K,1,2,37.99,"3,129",82.35,"1,405",36.98,65,48.13,Feb 2015,FM2+,Desktop
AMD A8-7670K,1,4,248.65,"3,192",12.84,"1,485",5.97,95,33.60,Sep 2015,FM2+,Desktop
AMD A8-7680,1,4,36.73,"3,544",96.50,"1,619",44.07,45,78.77,Jan 2019,FM2+,Laptop
AMD A8-7690K,1,4,,"2,157",,"1,441",,95,22.71,May 2023,FM2+,Desktop
AMD A8-8600P,1,2,,"2,240",,"1,103",,15,149.33,Aug 2015,FP4,Laptop
AMD A8-8650,1,4,,"2,996",,"1,483",,65,46.08,Nov 2015,FM2+,Desktop
AMD A8-9600,1,4,112.49,"3,307",29.40,"1,488",13.23,65,50.88,Apr 2017,AM4,Desktop
AMD A9-9400,1,2,,"1,329",,"1,195",,10,132.94,Dec 2016,FP4,Laptop
AMD A9-9410,1,2,,"1,523",,"1,338",,25,60.94,Jul 2016,FP4,Laptop
AMD A9-9420,1,2,,"1,498",,"1,294",,15,99.84,Aug 2017,Unknown,Laptop
AMD A9-9420e,1,2,,"1,107",,962,,,,Apr 2018,Unknown,Laptop
AMD A9-9425,1,2,,"1,510",,"1,316",,15,100.67,Jun 2018,BGA (FT4),Laptop
AMD A9-9430,1,2,,"1,658",,"1,427",,,,Dec 2017,Unknown,Desktop
AMD A9-9820,1,8,,"3,938",,800,,,,Apr 2021,Unknown,Desktop
AMD Athlon 1500+,1,1,,191,,275,,,,Mar 2009,Unknown,Desktop
AMD Athlon 1640B,1,1,50.00,412,8.23,462,9.25,45,9.14,May 2009,AM2,Desktop
AMD Athlon 200GE,1,2,123.89,"4,114",33.20,"1,799",14.52,35,117.53,Sep 2018,AM4,Desktop
AMD Athlon 220GE,1,2,122.10,"4,424",36.23,"1,959",16.04,35,126.39,Mar 2019,AM4,Laptop
AMD Athlon 240GE,1,2,98.27,"4,534",46.14,"1,968",20.03,35,129.55,Jan 2019,AM4,Desktop
AMD Athlon 2650e,1,1,19.00,274,14.43,304,16.00,15,18.28,Jan 2009,AM2,Desktop
AMD Athlon 2800+,1,1,109.95,291,2.65,439,3.99,89,3.27,Mar 2009,754,Desktop
AMD Athlon 2850e,1,1,,333,,337,,22,15.12,Nov 2009,AM2,Desktop
AMD Athlon 3000G,1,2,89.99,"4,484",49.82,"1,983",22.04,35,128.10,Nov 2019,AM4,Desktop
AMD Athlon 300GE,1,2,,"4,273",,"1,869",,35,122.09,Dec 2019,AM4,Desktop
AMD Athlon 300U,1,2,,"3,887",,"1,783",,15,259.15,Jul 2019,FP5,Laptop
AMD Athlon 320GE,1,2,,"4,395",,"1,926",,35,125.57,Sep 2021,AM4,Desktop
AMD Athlon 5000 Dual-Core,1,2,79.95,872,10.91,898,11.23,65,13.42,Oct 2009,"AM2,AM2+",Desktop
AMD Athlon 5150 APU,1,4,98.86,"1,388",14.04,545,5.52,25,55.52,Apr 2014,"AM1,FS1b",Desktop
AMD Athlon 5200 Dual-Core,1,2,53.02,869,16.40,915,17.25,75,11.59,Dec 2010,AM2,Desktop
AMD Athlon 5350 APU,1,4,147.83,"1,780",12.04,699,4.73,25,71.19,Mar 2014,"AM1,FS1B",Desktop
AMD Athlon 5370 APU,1,4,598.68,"1,867",3.12,755,1.26,25,74.70,Apr 2016,"AM1,FS1B",Desktop
AMD Athlon 64 2000+,1,1,,154,,173,,8,19.30,Nov 2013,Unknown,Desktop
AMD Athlon 64 2600+,1,1,,243,,292,,15,16.22,Nov 2013,Unknown,Desktop
AMD Athlon 64 2800+,1,1,99.99,295,2.95,375,3.75,89,3.32,Jan 2009,754,Desktop
AMD Athlon 64 3000+,1,1,20.00,334,16.68,615,30.76,89,3.75,Dec 2008,Socket 754,Desktop
AMD Athlon 64 3100+,1,1,,484,,600,,89,5.44,Jan 2015,754,Desktop
AMD Athlon 64 3200+,1,1,149.95,305,2.03,621,4.14,62,4.91,Dec 2008,AM2,Desktop
AMD Athlon 64 3300+,1,1,,375,,477,,,,Mar 2009,Unknown,Desktop
AMD Athlon 64 3400+,1,1,99.95,317,3.17,547,5.48,89,3.56,Jan 2009,754,Desktop
AMD Athlon 64 3500+,1,1,79.95,377,4.71,576,7.21,45,8.37,Dec 2008,AM2,Desktop
AMD Athlon 64 3700+,1,1,89.95,394,4.38,435,4.83,89,4.42,Dec 2008,939,Desktop
AMD Athlon 64 3800+,1,1,131.01,292,2.23,461,3.52,45,6.50,Jan 2009,AM2,Desktop
AMD Athlon 64 4000+,1,1,99.95,340,3.40,565,5.65,62,5.49,Dec 2008,AM2,Desktop
AMD Athlon 64 FX-55,1,1,65.00,404,6.22,505,7.77,104,3.89,Feb 2009,939,Desktop
AMD Athlon 64 FX-57,1,1,,517,,552,,104,4.97,Mar 2009,939,Desktop
AMD Athlon 64 FX-59,1,1,,465,,575,,,,May 2013,939,Desktop
AMD Athlon 64 FX-60 Dual Core,1,2,,709,,912,,110,6.45,Feb 2009,939,Desktop
AMD Athlon 64 FX-62 Dual Core,1,2,250.00,993,3.97,"1,022",4.09,125,7.94,Feb 2009,AM2,Desktop
AMD Athlon 64 FX-74,1,2,499.50,972,1.95,617,1.24,125,7.78,Mar 2009,F (1207),Desktop
AMD Athlon 64 X2 3800+,1,2,,566,,745,,89,6.36,May 2010,939,Desktop
AMD Athlon 64 X2 Dual Core 3400+,1,2,,531,,505,,89,5.97,Oct 2010,754,Desktop
AMD Athlon 64 X2 Dual Core 3600+,1,2,68.25,633,9.27,666,9.75,65,9.73,Dec 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 3800+,1,2,,629,,718,,89,7.06,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 4000+,1,2,,692,,737,,65,10.65,Dec 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 4200+,1,2,109.95,725,6.60,804,7.31,89,8.15,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 4400+,1,2,298.95,675,2.26,764,2.56,65,10.38,Dec 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 4600+,1,2,349.95,720,2.06,835,2.39,65,11.08,Dec 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 4800+,1,2,149.95,679,4.53,876,5.84,65,10.44,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 5000+,1,2,331.49,786,2.37,898,2.71,65,12.09,Dec 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 5200+,1,2,60.00,846,14.10,932,15.54,65,13.02,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 5400+,1,2,52.99,907,17.11,999,18.86,65,13.95,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 5600+,1,2,107.21,907,8.46,"1,024",9.55,89,10.19,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 5800+,1,2,29.95,653,21.81,746,24.91,89,7.34,Jan 2009,Unknown,Desktop
AMD Athlon 64 X2 Dual Core 6000+,1,2,38.50,934,24.27,"1,036",26.92,89,10.50,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core 6400+,1,2,249.95,998,3.99,"1,141",4.57,125,7.98,Nov 2008,AM2,Desktop
AMD Athlon 64 X2 Dual Core BE-2300,1,2,,594,,624,,45,13.20,Nov 2011,AM2,Desktop
AMD Athlon 64 X2 Dual Core BE-2350,1,2,,573,,674,,45,12.74,May 2009,AM2,Desktop
AMD Athlon 64 X2 Dual-Core TK-42,1,2,,577,,537,,20,28.85,Jul 2009,Unknown,Desktop
AMD Athlon 64 X2 Dual-Core TK-53,1,2,,558,,602,,31,18.01,Feb 2009,Unknown,Desktop
AMD Athlon 64 X2 Dual-Core TK-55,1,2,72.74,518,7.13,609,8.37,35,14.81,Dec 2008,Unknown,Desktop
AMD Athlon 64 X2 Dual-Core TK-57,1,2,,620,,626,,31,19.99,Feb 2009,Unknown,Desktop
AMD Athlon 64 X2 QL-60,1,2,,652,,654,,35,18.63,Mar 2009,S1,Laptop
AMD Athlon 64 X2 QL-62,1,2,,525,,623,,35,15.01,Jan 2009,S1,Laptop
AMD Athlon 64 X2 QL-64,1,2,,624,,731,,35,17.83,Mar 2009,S1,Laptop
AMD Athlon 64 X2 QL-65,1,2,22.00,637,28.95,681,30.97,35,18.19,Nov 2009,S1,Laptop
AMD Athlon 64 X2 QL-66,1,2,,641,,751,,35,18.31,Oct 2009,S1,Laptop
AMD Athlon 64 X2 QL-67,1,2,,582,,515,,35,16.63,Dec 2009,S1,Laptop
AMD Athlon 7450 Dual-Core,1,2,,789,,853,,95,8.31,Apr 2009,AM2+,Desktop
AMD Athlon 7550 Dual-Core,1,2,14.95,900,60.23,934,62.48,95,9.48,May 2009,AM2+,Desktop
AMD Athlon 7750 Dual-Core,1,2,79.99,987,12.34,"1,043",13.04,95,10.39,Jan 2009,AM2+,Desktop
AMD Athlon 7850 Dual-Core,1,2,69.09,"1,058",15.32,"1,118",16.18,95,11.14,May 2009,AM2+,Desktop
AMD Athlon Dual Core 4050e,1,2,,674,,751,,45,14.98,Feb 2009,AM2,Desktop
AMD Athlon Dual Core 4450B,1,2,31.00,711,22.92,792,25.55,45,15.79,Mar 2009,AM2+,Desktop
AMD Athlon Dual Core 4450e,1,2,14.48,705,48.71,801,55.32,45,15.67,Feb 2009,AM2,Desktop
AMD Athlon Dual Core 4850B,1,2,,727,,887,,45,16.15,Oct 2010,AM2+,Desktop
AMD Athlon Dual Core 4850e,1,2,39.00,783,20.06,903,23.16,45,17.39,Feb 2009,AM2,Desktop
AMD Athlon Dual Core 5000B,1,2,95.00,856,9.02,942,9.91,65,13.18,May 2009,AM2,Desktop
AMD Athlon Dual Core 5050e,1,2,60.00,846,14.10,917,15.29,45,18.80,Feb 2009,AM2,Desktop
AMD Athlon Dual Core 5200B,1,2,,823,,966,,65,12.66,Apr 2009,AM2,Desktop
AMD Athlon Dual Core 5400B,1,2,,914,,985,,65,14.07,Jun 2009,AM2,Desktop
AMD Athlon Dual Core 5600B,1,2,,737,,"1,003",,65,11.34,Mar 2012,AM2+,Desktop
AMD Athlon Gold 3150C,1,2,,"3,292",,"1,706",,15,219.46,Jul 2022,FP5,"Laptop, Mobile/Embedded"
AMD Athlon Gold 3150G,1,4,,"7,112",,"2,265",,65,109.42,Jan 2022,AM4,Desktop
AMD Athlon Gold 3150U,1,2,,"3,992",,"1,764",,15,266.11,Jul 2020,FP5,Laptop
AMD Athlon Gold 7220U,1,2,,"4,740",,"2,094",,15,316.00,Apr 2023,FP6,Laptop
AMD Athlon Gold PRO 3150G,1,4,,"7,702",,"2,321",,65,118.49,Jul 2020,AM4,Desktop
AMD Athlon Gold PRO 3150GE,1,4,,"7,006",,"2,165",,35,200.18,Jul 2020,AM4,Desktop
AMD Athlon Gold PRO 4150GE,1,4,,"8,259",,"2,384",,35,235.98,Aug 2022,FP6,Laptop
AMD Athlon II 160u,1,1,29.99,358,11.93,717,23.89,20,17.89,Jun 2010,Unknown,Desktop
AMD Athlon II 170u,1,1,24.00,355,14.78,731,30.46,20,17.74,Oct 2010,"AM2+,AM3",Desktop
AMD Athlon II Dual-Core M300,1,2,,670,,776,,35,19.14,Oct 2009,Unknown,Laptop
AMD Athlon II Dual-Core M320,1,2,30.00,743,24.75,850,28.32,35,21.22,Nov 2009,Unknown,Laptop
AMD Athlon II Dual-Core M340,1,2,,807,,858,,35,23.07,Jun 2010,Unknown,Laptop
AMD Athlon II N330 Dual-Core,1,2,,665,,813,,35,19.01,Jul 2010,Unknown,Laptop
AMD Athlon II N350 Dual-Core,1,2,,767,,945,,35,21.91,Dec 2010,Unknown,Laptop
AMD Athlon II N370 Dual-Core,1,2,,899,,913,,35,25.67,May 2012,S1g4,Laptop
AMD Athlon II Neo K125,1,1,,315,,616,,12,26.29,Jun 2010,S1,Laptop
AMD Athlon II Neo K145,1,1,,298,,592,,12,24.81,Jan 2011,S1,Laptop
AMD Athlon II Neo K325 Dual-Core,1,2,25.99,417,16.04,486,18.71,12,34.73,Jun 2010,Unknown,Laptop
AMD Athlon II Neo K345 Dual-Core,1,2,,527,,552,,12,43.94,Jan 2011,Unknown,Laptop
AMD Athlon II Neo N36L Dual-Core,1,2,,487,,524,,12,40.56,Dec 2010,Unknown,Laptop
AMD Athlon II P320 Dual-Core,1,2,19.95,702,35.18,820,41.10,25,28.08,Jun 2010,Unknown,Laptop
AMD Athlon II P340 Dual-Core,1,2,39.95,697,17.45,840,21.02,25,27.89,Oct 2010,S1g4,Laptop
AMD Athlon II P360 Dual-Core,1,2,19.95,730,36.60,861,43.15,25,29.21,Feb 2011,S1g4,Laptop
AMD Athlon II X2 210e,1,2,28.49,"1,105",38.79,"1,105",38.80,45,24.56,Dec 2010,AM3,Desktop
AMD Athlon II X2 215,1,2,28.97,973,33.58,"1,023",35.30,65,14.97,Sep 2009,AM3,Desktop
AMD Athlon II X2 220,1,2,59.95,"1,041",17.37,"1,091",18.19,65,16.02,Jun 2010,AM3,Desktop
AMD Athlon II X2 235e,1,2,97.50,"1,079",11.07,"1,098",11.26,45,23.98,Oct 2009,AM3,Desktop
AMD Athlon II X2 240,1,2,24.95,"1,037",41.57,"1,078",43.20,65,15.96,Aug 2009,AM3,Desktop
AMD Athlon II X2 240e,1,2,37.89,987,26.05,"1,091",28.78,45,21.93,Dec 2009,AM3,Desktop
AMD Athlon II X2 245,1,2,39.88,"1,110",27.85,"1,150",28.83,65,17.08,Jul 2009,AM2+/AM3,Desktop
AMD Athlon II X2 245e,1,2,19.97,"1,171",58.66,"1,182",59.21,45,26.03,Mar 2011,AM3,Desktop
AMD Athlon II X2 250,1,2,34.95,"1,160",33.19,"1,197",34.26,65,17.85,Jun 2009,AM3,Desktop
AMD Athlon II X2 250e,1,2,76.73,"1,155",15.05,"1,201",15.65,45,25.67,Jun 2011,AM3,Desktop
AMD Athlon II X2 250u,1,2,24.95,597,23.94,638,25.56,25,23.89,Feb 2010,AM3,Desktop
AMD Athlon II X2 255,1,2,12.55,"1,175",93.62,"1,234",98.35,65,18.08,Jan 2010,AM3,Desktop
AMD Athlon II X2 260,1,2,12.49,"1,178",94.30,"1,256",100.56,65,18.12,Jul 2010,AM3,Desktop
AMD Athlon II X2 260u,1,2,83.44,713,8.54,716,8.59,25,28.51,Dec 2010,AM3,Desktop
AMD Athlon II X2 265,1,2,99.95,"1,267",12.67,"1,336",13.37,65,19.49,Nov 2010,AM3,Desktop
AMD Athlon II X2 270,1,2,38.04,"1,301",34.19,"1,360",35.74,65,20.01,Aug 2011,AM3,Desktop
AMD Athlon II X2 270u,1,2,67.67,675,9.98,791,11.69,25,27.02,Nov 2010,AM3,Desktop
AMD Athlon II X2 280,1,2,76.89,"1,355",17.62,"1,462",19.02,65,20.84,Mar 2013,AM3,Desktop
AMD Athlon II X2 4300e,1,2,,990,,"1,074",,13,76.18,Jan 2012,Unknown,Desktop
AMD Athlon II X2 4400e,1,2,,944,,"1,063",,37,25.50,Sep 2009,Unknown,Desktop
AMD Athlon II X2 4450e,1,2,,867,,"1,066",,45,19.27,Sep 2010,AM2,Desktop
AMD Athlon II X2 B22,1,2,25.95,"1,053",40.57,"1,129",43.52,65,16.20,Jan 2010,AM3,Desktop
AMD Athlon II X2 B24,1,2,24.10,"1,120",46.46,"1,206",50.05,65,17.23,Mar 2010,AM3,Desktop
AMD Athlon II X2 B26,1,2,24.95,"1,206",48.35,"1,266",50.75,65,18.56,Sep 2011,Unknown,Unknown
AMD Athlon II X2 B28,1,2,39.02,"1,269",32.53,"1,350",34.60,65,19.53,Jul 2012,AM3,Desktop
AMD Athlon II X3 400e,1,3,25.49,"1,320",51.80,908,35.62,45,29.34,Dec 2009,AM3,Desktop
