videocard_name,price,g3d_mark,videocard_value,g2d_mark,tdp,power_perf,vram,test_date,category
Intel B43 Express Chipset,,135,,80,,,,Dec 2009,Unknown
Intel Coffee Lake UHD,,"1,158",,918,,,,Nov 2017,Unknown
Intel Extreme Controller,,2,,136,,,,Jun 2009,Unknown
Intel G33/G31 Express,,47,,17,,,,Jan 2010,Desktop
Intel G35 Express,,"2,097",,259,,,,Sep 2010,Unknown
Intel G41 Express Chipset,,125,,16,,,,Apr 2009,Unknown
Intel G41 Express-Chipsatz,,57,,267,,,,Apr 2012,Unknown
Intel G45/G43 Express Chipset,,121,,21,24,5.06,0,Apr 2009,Desktop
Intel G45/G43/G41 Express Chipset,,68,,318,,,,Mar 2011,Unknown
Intel G965 Express,,223,,45,,,,Apr 2009,Unknown
Intel GMA 3150 Express,,3,,66,,,,Dec 2009,Unknown
Intel Graphics,,"3,119",,581,,,,Feb 2024,Unknown
Intel Haswell HD - GT1,,123,,492,,,,Mar 2014,Unknown
Intel Haswell HD - GT2,,139,,630,,,,Feb 2014,Unknown
Intel HD 2000,,213,,456,,,,Jul 2015,Unknown
Intel HD 3000,945.00,256,0.27,36,,,,Aug 2012,Unknown
Intel HD 4000,1592.95,346,0.22,192,,,,Aug 2012,Unknown
Intel HD 4400,,522,,277,,,1700,Sep 2013,Unknown
Intel HD 4600,,628,,315,45,13.95,0,Mar 2013,Desktop
Intel HD 4600 manual-gen9_2015-134121,,620,,334,,,,Jul 2024,Desktop
Intel HD 500,,299,,81,,,,Sep 2019,Unknown
Intel HD 5000,625.00,585,0.94,225,,,,Jun 2013,Unknown
Intel HD 505,,359,,95,,,,Sep 2019,Unknown
Intel HD 510,,623,,162,,,,Oct 2015,Unknown
Intel HD 515,,633,,191,,,,Oct 2015,Unknown
Intel HD 520,,867,,210,,,,Jul 2015,Unknown
Intel HD 5200,,830,,653,,,,Apr 2013,Unknown
Intel HD 530,,995,,253,,,,Aug 2015,Unknown
Intel HD 5300,,399,,181,,,,Aug 2014,Unknown
Intel HD 5500,,590,,233,,,,Jul 2014,Unknown
Intel HD 5600,,"2,264",,463,,,,Mar 2015,Unknown
Intel HD 6000,,866,,273,,,,Jan 2015,Unknown
Intel HD 610,,687,,155,,,,Jan 2017,Unknown
Intel HD 615,,709,,186,,,,Oct 2016,Unknown
Intel HD 630,,"1,111",,267,,,,Jul 2016,Unknown
Intel HD Family,,462,,193,,,,Aug 2012,Unknown
Intel HD Graphics 620,,926,,219,,,,Oct 2016,Unknown
Intel HD manual-15.28-1861,,63,,72,,,,Jul 2015,Unknown
Intel HD manual-gen9_2015-133271,,165,,119,,,,Jun 2017,Unknown
Intel HD Modded,,112,,303,,,,Dec 2014,Unknown
Intel HD P3000,,285,,68,,,,Mar 2012,Unknown
Intel HD P4000,,516,,636,,,,Apr 2012,Unknown
Intel HD P4600,,605,,963,,,,Jul 2013,Unknown
Intel HD P4600/P4700,,634,,367,,,,Jul 2013,Unknown
Intel HD P530,,"1,159",,269,,,,Dec 2015,Unknown
Intel HD P630,,"1,204",,295,,,,Mar 2017,Unknown
Intel Infoshock HD,,194,,393,,,,Jul 2017,Unknown
Intel Iris 5100,,745,,270,,,,Oct 2013,Unknown
Intel Iris 540,,"1,264",,322,,,,Nov 2015,Unknown
Intel Iris 550,,"1,437",,305,,,,Feb 2016,Unknown
Intel Iris 6100,,894,,313,,,,Mar 2015,Unknown
Intel Iris 650,,"1,433",,644,,,,Aug 2017,Unknown
Intel Iris Plus,,"1,815",,311,,,,Jul 2019,Unknown
Intel Iris Plus 640,,"1,348",,340,,,0,Mar 2017,Mobile
Intel Iris Plus 645,,"1,715",,389,,,,Nov 2019,Unknown
Intel Iris Plus 650,,"1,578",,371,,,0,Mar 2017,Mobile
Intel Iris Plus 655,,"1,734",,363,,,,Aug 2018,Unknown
Intel Iris Pro 5200,,"1,185",,394,,,,Jun 2013,Unknown
Intel Iris Pro 580,,"1,988",,362,,,,Apr 2016,Unknown
Intel Iris Pro 6100,,925,,548,,,,Mar 2015,Unknown
Intel Iris Pro Graphics 6200,,"1,471",,566,,,,Jul 2015,Unknown
Intel Iris Pro P580,,"2,231",,509,,,,Sep 2016,Unknown
Intel Iris Pro P6300,,"1,626",,572,,,,Jul 2016,Unknown
Intel Iris Xe,,"2,683",,364,,,,Sep 2020,Unknown
Intel Iris Xe MAX,,"1,972",,311,,,,Feb 2022,Unknown
Intel Iris Xe MAX 100,,"1,927",,413,,,,Feb 2023,Unknown
Intel Media Accelerator,,33,,78,,,,Jul 2015,Unknown
Intel Media Accelerator 3150,,3,,86,,,,Dec 2009,Unknown
Intel Media Accelerator 500,,3,,71,,,,Feb 2011,Unknown
Intel Media Accelerator 600,,7,,58,,,,Jun 2011,Unknown
Intel Media Accelerator HD,,109,,34,,,,Nov 2011,Unknown
Intel Poison Ivy,,739,,783,,,,Mar 2019,Unknown
Intel Q33 Express,,6,,19,,,,Apr 2009,Unknown
Intel Q35 Embedded,,8,,303,,,,Jun 2011,Unknown
Intel Q35 Express,,77,,19,,,,Apr 2009,Unknown
Intel Q45/Q43 Express Chipset,,201,,20,,,,Apr 2009,Unknown
Intel Q45/Q43 Express-Chipsatz,,57,,352,,,,Mar 2010,Unknown
Intel Q965/Q963 Express,,161,,34,,,,Apr 2009,Unknown
Intel Skylake HD DT GT2,,577,,402,,,,Feb 2015,Unknown
Intel UHD 630,,615,,166,,,,Jun 2024,Desktop
Intel UHD 770,,"1,017",,673,,,,Aug 2024,Desktop
Intel UHD Graphics,,"1,485",,277,,,,Jun 2018,Unknown
Intel UHD Graphics 600,,321,,93,,,,Jan 2018,Unknown
Intel UHD Graphics 605,,370,,108,,,,Mar 2018,Unknown
Intel UHD Graphics 610,,712,,175,,,,Mar 2018,Unknown
Intel UHD Graphics 615,,736,,183,,,,Oct 2018,Unknown
Intel UHD Graphics 617,,874,,232,,,,Feb 2019,Unknown
Intel UHD Graphics 620,,"1,044",,244,,,0,Aug 2017,Desktop
Intel UHD Graphics 630,,"1,244",,301,,,,Oct 2017,Unknown
Intel UHD Graphics 710,,"1,078",,307,,,,Feb 2022,Unknown
Intel UHD Graphics 730,,"1,583",,393,,,,Apr 2021,Unknown
Intel UHD Graphics 750,,"1,730",,351,,,,Apr 2021,Unknown
Intel UHD Graphics 770,,"1,880",,503,,,,Nov 2021,Unknown
Intel UHD Graphics P630,,"2,150",,328,,,,Aug 2018,Unknown
Intel UHD Graphics P750,,"1,671",,437,,,,Jun 2021,Unknown
Intel US15 Embedded Media and Controller,,7,,67,,,,Sep 2015,Unknown
ION,229.99,84,0.37,18,,,,Jun 2009,Unknown
ION LE,,98,,96,,,,Sep 2009,Unknown
L4,,"11,519",,236,,,,Feb 2024,Unknown
L40-8Q,,"19,705",,833,,,,Jun 2024,Desktop
L40S,,"14,397",,700,,,,Mar 2024,Unknown
M860G with Mobility Radeon 4100,,76,,203,,,,Nov 2009,Unknown
M880G with Mobility Radeon HD 4200,,93,,260,,,,Oct 2009,Unknown
M880G with Mobility Radeon HD 4225,,72,,183,,,,Jun 2010,Unknown
M880G with Mobility Radeon HD 4250,,104,,270,,,,Oct 2012,Unknown
Master X3100 Driver,,10,,79,,,,Feb 2017,Unknown
Matrox C420 LP PCIe x16,,597,,359,,,,Apr 2015,Unknown
Matrox C680 PCIe x16,,"1,904",,700,,,,Nov 2014,Unknown
Matrox C900 PCIe x16,,"1,812",,761,,,,Sep 2016,Unknown
Matrox G200e WDDM 1.2,,59,,505,,,,Oct 2013,Unknown
Matrox G200e WDDM 2.0,,101,,289,,,,Jun 2018,Unknown
Matrox G200eh,,41,,449,,,,Nov 2013,Unknown
Matrox G200eh WDDM 1.2,,52,,448,,,,Sep 2014,Unknown
Matrox G200eh WDDM 2.0,,46,,106,,,,Apr 2017,Unknown
Matrox G200eR,,37,,400,,,,Oct 2013,Unknown
Matrox G200eR WDDM 1.2,,45,,210,,,,Aug 2014,Unknown
Matrox G200eR WDDM 2.0,,68,,457,,,,Mar 2017,Unknown
Matrox G200eW,,40,,107,,,,Mar 2012,Unknown
Matrox G200eW WDDM 1.2,,50,,397,,,,Feb 2014,Unknown
Matrox G200eW3 WDDM 2.0,,90,,242,,,,Nov 2017,Unknown
Matrox LUMA A310,,"3,690",,506,,,,Jul 2023,Unknown
Matrox LUMA A310F,,"3,873",,493,,,,Jul 2023,Unknown
Matrox LUMA A310FP,,"3,093",,504,,,,Oct 2023,Unknown
Matrox LUMA A380P,,"5,805",,684,,,,Feb 2024,Unknown
Matrox M9120 PCIe x16,,20,,870,,,,Aug 2010,Unknown
Matrox M9120 Plus LP PCIe x16,,26,,27,,,,Oct 2009,Unknown
Matrox M9125 PCIe x16,,26,,138,,,,Nov 2009,Unknown
Matrox M9128 LP PCIe x16,,32,,38,,,,Jan 2011,Unknown
Matrox M9138 LP PCIe x16,,42,,160,,,,Nov 2009,Unknown
Matrox M9140 LP PCIe x16,,23,,390,,,,May 2009,Unknown
Matrox M9148 LP PCIe x16,,40,,98,,,,Feb 2010,Unknown
Matrox M9188 ATX PCIe x16,,44,,18,,,,Feb 2023,Unknown
Matrox Millennium P650 PCIe 128,,5,,287,,,,Nov 2009,Unknown
Matrox Millennium P690 PCIe x16,,367,,295,,,,Apr 2009,Unknown
Matrox Millennium P690 Plus LP PCIe x16,,7,,251,,,,Sep 2009,Unknown
Matrox Parhelia 128MB,393.99,3,0.01,107,,,,Apr 2009,Unknown
Matrox Parhelia 256MB,,9,,140,,,,Nov 2009,Unknown
Matrox Parhelia APVe,,6,,275,,,,Nov 2009,Unknown
MCT USB3.0 External Device,,520,,129,,,,Apr 2020,Unknown
MEDION RADEON 9800 XXL,,72,,187,,,,Nov 2010,Unknown
MEDION RADEON X740XL,,95,,228,,,,Apr 2009,Unknown
Mi Pad 5 Adreno 640 GPU,,722,,218,,,,Jun 2023,Unknown
Microsoft Basic Display Adapter Ryzen 5 3550H,,"3,537",,63,,,,Sep 2023,Unknown
Microsoft Basic Display Adapter Ryzen 5 5600G,,302,,125,,,,May 2023,Unknown
Miracast display port driver V3,,"15,910",,604,,,,Feb 2022,Unknown
MIRRORV3,,"1,081",,421,,,,Jul 2019,Unknown
Mobile Intel - famiglia Express Chipset 45,,39,,264,,,,Oct 2011,Unknown
Mobile Intel 4 Express-Chipsatzfamilie,,45,,251,,,,Apr 2013,Unknown
Mobile Intel 45 Express,,44,,24,,,,Dec 2010,Unknown
Mobile Intel 45 Express-Chipsatzfamilie,,117,,270,,,,Oct 2011,Unknown
Mobile Intel 915GM/GMS/910GML Express,,2,,32,,,,Dec 2012,Unknown
Mobile Intel 945 Express,,2,,8,,,,Jan 2011,Unknown
Mobile Intel 945GM Express,,6,,223,,,,Sep 2011,Unknown
Mobile Intel 945GM/GU Express,,5,,223,,,,Sep 2011,Unknown
Mobile Intel 965 Express,,47,,12,,,,Jan 2010,Unknown
Mobile Intel 965 Express - BR-0907-0461 v1839,,8,,124,,,,May 2016,Unknown
Mobile Intel 965 Express-Chipsatzfamilie,,24,,203,,,,Jul 2014,Unknown
Mobile Intel HD,479.98,236,0.49,124,,,,Nov 2011,Unknown
Mobile Intel serie 4 Express,,45,,232,,,,Mar 2013,Unknown
Mobile Intel965 Express,,18,,264,,,,Jun 2018,Unknown
MOBILITY FIREGL 7800,,5,,86,,,64,Apr 2009,Workstation
MOBILITY FIREGL T2,,41,,171,,,128,Oct 2009,Workstation
MOBILITY FIREGL T2/T2e,,34,,171,,,128,Feb 2012,Workstation
MOBILITY FireGL V3200,,62,,238,,,128,Apr 2009,Workstation
MOBILITY FireGL V5000,,82,,223,,,128,Oct 2009,Workstation
MOBILITY FireGL V5200,,45,,248,,,256,Aug 2012,Workstation
MOBILITY FireGL V5250,,27,,252,,,512,Apr 2009,Workstation
Mobility FireGL V5725,,219,,405,,,256,Apr 2009,Workstation
MOBILITY IGP 9000/9100,,10,,125,,,,Apr 2009,Unknown
Mobility Radeon 4100,,81,,265,,,,May 2010,Unknown
MOBILITY RADEON 7000 IGP,,6,,151,,,,Apr 2009,Unknown
MOBILITY RADEON 7500,,4,,103,,,64,Nov 2009,Mobile
MOBILITY RADEON 9000,,3,,111,,,64,May 2009,Mobile
MOBILITY RADEON 9000 IGP,,8,,143,,,,Dec 2009,Unknown
MOBILITY RADEON 9000/9100 IGP,,6,,118,,,,May 2009,Unknown
MOBILITY RADEON 9100 IGP,,3,,128,,,,Oct 2009,Unknown
MOBILITY RADEON 9200,,3,,145,,,64,Mar 2011,Mobile
MOBILITY RADEON 9550,,30,,166,,,64,Dec 2012,Mobile
MOBILITY RADEON 9600,,36,,172,,,128,Jun 2009,Mobile
MOBILITY RADEON 9600 PRO TURBO,,25,,137,,,,May 2009,Unknown
MOBILITY RADEON 9600/9700,,39,,165,,,128,Nov 2010,Mobile
MOBILITY RADEON 9700,,27,,158,,,128,Apr 2009,Mobile
MOBILITY RADEON 9800,,46,,110,,,256,Jul 2009,Mobile
Mobility Radeon HD 2300,,51,,211,,,512,Oct 2012,Mobile
Mobility Radeon HD 2400,,90,,212,,,256,Jan 2010,Mobile
Mobility Radeon HD 2400 XT,,102,,246,,,256,Dec 2011,Mobile
Mobility Radeon HD 2600,,168,,267,,,256,Aug 2012,Mobile
Mobility Radeon HD 2600 XT,,192,,329,,,256,Oct 2009,Mobile
Mobility Radeon HD 3400 Serisi,,111,,239,,,,Jun 2014,Unknown
Mobility Radeon HD 3410,,63,,130,,,512,Jan 2010,Mobile
Mobility Radeon HD 3430,,98,,260,,,256,May 2009,Mobile
Mobility Radeon HD 3450,,91,,247,,,256,May 2009,Mobile
Mobility Radeon HD 3470,,93,,250,,,256,Apr 2009,Mobile
Mobility Radeon HD 3470 Hybrid X2,,94,,206,,,,Jun 2009,Unknown
Mobility Radeon HD 3650,73.53,140,1.91,34,,,1024,Apr 2009,Mobile
Mobility Radeon HD 3670,,232,,331,,,1024,Aug 2009,Mobile
Mobility Radeon HD 3850,,366,,248,,,512,Nov 2009,Mobile
Mobility Radeon HD 3870,,548,,288,,,512,Dec 2009,Mobile
Mobility Radeon HD 3870 X2,,478,,187,,,2,Sep 2009,Mobile
Mobility Radeon HD 4200,,91,,260,,,512,Apr 2011,Mobile
Mobility Radeon HD 4225,,66,,174,,,512,Jun 2010,Mobile
Mobility Radeon HD 4250,,98,,280,,,512,Apr 2010,Mobile
Mobility Radeon HD 4270,,93,,282,,,512,Sep 2010,Mobile
Mobility Radeon HD 4300 Serisi,,73,,216,,,,Dec 2013,Unknown
Mobility Radeon HD 4330,,135,,377,,,512,Aug 2009,Mobile
Mobility Radeon HD 4350,,148,,369,,,,Mar 2011,Unknown
Mobility Radeon HD 4550,,191,,290,,,512,Mar 2010,Mobile
Mobility Radeon HD 4570,75.90,142,1.88,20,,,512,Dec 2011,Mobile
Mobility Radeon HD 4650,,401,,320,,,1024,Aug 2009,Mobile
Mobility Radeon HD 4670,,463,,375,,,1024,Jul 2009,Mobile
Mobility Radeon HD 4830,,512,,285,,,1024,Jan 2012,Mobile
Mobility Radeon HD 4850,,866,,472,,,1024,Jul 2009,Mobile
Mobility Radeon HD 4870,,720,,416,,,1024,Sep 2010,Mobile
Mobility Radeon HD 5000,,773,,429,,,,Sep 2012,Unknown
Mobility Radeon HD 5000 Serisi,,479,,305,,,,May 2013,Unknown
Mobility Radeon HD 5165,,284,,362,35,8.12,1024,Feb 2010,Mobile
Mobility Radeon HD 530v,,175,,353,,,1024,Aug 2010,Mobile
Mobility Radeon HD 540v,,188,,382,,,,Jun 2010,Unknown
Mobility Radeon HD 5430,,181,,330,7,25.88,1024,Apr 2010,Mobile
Mobility Radeon HD 5450,,214,,320,11,19.50,1024,May 2010,Mobile
Mobility Radeon HD 545v,,200,,270,,,1024,Oct 2010,Mobile
Mobility Radeon HD 5470,,236,,362,13,18.19,512,Aug 2012,Mobile
Mobility Radeon HD 550v,,266,,398,,,1024,Aug 2010,Mobile
Mobility Radeon HD 5570,,528,,245,,,,Nov 2011,Unknown
Mobility Radeon HD 560v,,318,,366,,,1024,Jul 2010,Mobile
Mobility Radeon HD 5650,,450,,146,15,29.97,1024,Jun 2012,Mobile
Mobility Radeon HD 565v,,353,,318,,,1024,Feb 2011,Mobile
Mobility Radeon HD 5730,,507,,150,26,19.49,1024,Jul 2010,Mobile
Mobility Radeon HD 5850,,763,,403,31,24.62,1024,Jan 2010,Mobile
Mobility Radeon HD 5870,,"1,076",,217,50,21.53,1024,Jul 2012,Mobile
Mobility Radeon HD serie 4200,,97,,227,,,,Sep 2013,Unknown
Mobility Radeon X1300,,40,,222,,,128,Sep 2009,Mobile
Mobility Radeon X1350,,40,,274,,,128,May 2009,Mobile
Mobility Radeon X1400,,43,,226,,,128,Apr 2009,Mobile
Mobility Radeon X1450,,33,,205,,,128,Apr 2009,Mobile
Mobility Radeon X1600,,92,,236,,,256,Apr 2009,Mobile
Mobility Radeon X1700,,105,,228,,,256,Jul 2010,Mobile
MOBILITY RADEON X1800,,130,,247,,,256,May 2009,Mobile
Mobility Radeon X1900,,135,,287,,,256,Feb 2010,Mobile
Mobility Radeon X2300,,48,,263,,,128,Sep 2012,Mobile
Mobility Radeon X2300 HD,,49,,244,,,,Jun 2009,Unknown
Mobility Radeon X2500,,82,,235,,,256,Oct 2009,Mobile
MOBILITY RADEON X300,,34,,204,,,128,Apr 2009,Mobile
MOBILITY RADEON X600,,50,,209,,,128,Apr 2009,Mobile
MOBILITY RADEON X600 SE,,49,,233,,,,Oct 2009,Unknown
MOBILITY RADEON X700,,67,,200,,,128,Mar 2010,Mobile
MOBILITY RADEON X700 XL,,60,,189,,,,Feb 2010,Unknown
MOBILITY RADEON XPRESS 200,,27,,176,,,,Apr 2009,Unknown
Mobility Radeon. HD 5470,,215,,398,13,16.56,512,Apr 2013,Mobile
MOBILITY/RADEON 9000,,4,,153,,,,Dec 2011,Unknown
MONSTER GeForce GTX 675M,,"2,637",,686,,,,Apr 2013,Mobile
MxGPU,,"1,282",,210,,,,Jan 2017,Unknown
N16P-GX,,"1,205",,803,,,,Apr 2015,Unknown
N18E-Q1,,"2,525",,547,,,,Apr 2018,Unknown
nForce 750a SLI,,83,,351,,,,Dec 2009,Unknown
nForce 760i SLI,,140,,379,,,,Apr 2009,Unknown
nForce 780a SLI,,92,,425,,,,Apr 2009,Unknown
nForce 980a/780a SLI,,82,,367,,,,Aug 2009,Unknown
NV44,,15,,251,,,,Feb 2011,Unknown
NVIDIA A10,,"22,064",,"1,007",,,,Nov 2022,Unknown
NVIDIA A10-4Q,,"3,425",,231,,,,Mar 2022,Unknown
NVIDIA A10G,,"18,773",,578,,,,May 2022,Unknown
NVIDIA A40,,"14,665",,627,,,,Jun 2022,Unknown
NVIDIA A40-12Q,,"3,371",,111,,,,Mar 2022,Unknown
NVIDIA A40-4Q,,"4,230",,78,,,,Dec 2022,Unknown
NVIDIA A40-8Q,,"4,220",,79,,,,Dec 2022,Unknown
NVIDIA GeForce3 Ti200,,6,,218,,,,Dec 2009,Unknown
NVIDIA TITAN X,608.10,"13,660",22.46,912,250,54.64,12288,Aug 2016,Desktop
NVIDIA TITAN Xp,1645.00,"18,769",11.41,903,250,75.08,12288,Apr 2017,Desktop
NVS 2100M,,140,,152,14,10.00,512,Feb 2010,Workstation
NVS 300,62.97,122,1.93,41,17.5,6.96,512,Apr 2011,Workstation
NVS 310,62.06,249,4.01,178,19.5,12.75,512,Oct 2012,Workstation
NVS 3100M,,115,,35,14,8.20,512,May 2011,Workstation
NVS 315,69.99,300,4.29,179,19.5,15.41,1024,Feb 2014,Workstation
NVS 4200M,399.00,278,0.70,77,,,1024,Aug 2012,Workstation
NVS 510,111.99,697,6.22,288,35,19.91,2048,Oct 2012,Workstation
NVS 5100M,,188,,63,35,5.38,1024,Mar 2010,Workstation
NVS 5200M,,512,,188,35,14.64,1024,Sep 2012,Workstation
NVS 5400M,,626,,187,35,17.88,2048,Jul 2012,Workstation
NVS 810,624.99,"1,179",1.89,297,,,,Feb 2016,Unknown
OPAL XT/GL,,"1,053",,640,,,,Oct 2015,Unknown
P104-100,299.99,"3,695",12.32,124,,,,May 2020,Unknown
P106-090,,"2,343",,101,,,,Jun 2020,Unknown
P106-100,,"6,407",,250,,,,Feb 2019,Unknown
Parsec Virtual Display Adapter,,"8,600",,561,,,,May 2024,Unknown
PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C2 Ryzen,,"1,681",,576,,,,Apr 2022,Unknown
PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C3 Ryzen,,"1,654",,583,,,,Nov 2023,Unknown
PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C6 Ryzen,,"1,769",,582,,,,Nov 2023,Unknown
PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C7 Ryzen,,"1,643",,567,,,,Feb 2022,Unknown
PHDGD Ivy 4,,374,,285,,,,Nov 2016,Unknown
PHDGD Ivy 5,,445,,497,,,,Jan 2020,Unknown
PHDGD Quantic C3,,117,,351,,,,Nov 2017,Unknown
PHDGD Sapphire GR for Mobile Intel 965,,26,,243,,,,Dec 2017,Unknown
PHDGD Solo 1.2.0 x86,,11,,169,,,,Feb 2015,Unknown
PHDGD Solo 2 x64,,20,,183,,,,Jun 2016,Unknown
Q12U-1,,"5,164",,600,,,,Dec 2016,Unknown
Quadro 1000M,54.50,570,10.45,193,45,12.66,2048,Aug 2012,Workstation
Quadro 1100M,,755,,734,,,,Feb 2013,Unknown
Quadro 2000,213.23,946,4.44,301,62,15.26,1024,Oct 2010,Workstation
Quadro 2000 D,,"1,239",,594,,,,Feb 2011,Unknown
Quadro 2000D,574.48,976,1.70,328,,,,Oct 2011,Unknown
Quadro 2000M,229.74,778,3.39,233,55,14.15,2048,Aug 2012,Workstation
Quadro 2100M,,"1,100",,765,,,,Feb 2013,Unknown
Quadro 280 NVS PCIe,,6,,185,,,,Jun 2009,Unknown
Quadro 3000M,69.99,994,14.20,310,75,13.25,2048,Jun 2011,Workstation
Quadro 400,211.00,148,0.70,59,32,4.64,512,Jul 2011,Workstation
Quadro 4000,699.00,"1,479",2.12,379,142,10.42,2048,Aug 2010,Workstation
Quadro 4000M,232.06,"1,302",5.61,273,100,13.02,2048,Mar 2011,Workstation
Quadro 410,129.00,438,3.40,220,38,11.53,512,Nov 2012,Workstation
Quadro 5000,2153.22,"1,934",0.90,388,152,12.72,2560,Sep 2010,Workstation
Quadro 5000M,,"2,060",,426,100,20.60,2048,Dec 2010,Workstation
Quadro 500M,275.14,571,2.07,365,35,16.31,1024,May 2013,Workstation
Quadro 5010M,235.95,"1,772",7.51,315,100,17.72,4096,Nov 2011,Workstation
Quadro 600,76.00,533,7.01,232,40,13.32,1024,Aug 2012,Workstation
Quadro 6000,4092.38,"2,709",0.66,449,204,13.28,6144,Oct 2010,Workstation
Quadro 7000,,"3,505",,397,204,17.18,6144,Nov 2011,Workstation
Quadro CX,149.95,947,6.32,454,,,,Oct 2009,Unknown
Quadro FX 1000,,34,,266,,,128,Apr 2009,Workstation
Quadro FX 1100,212.99,36,0.17,178,,,256,Apr 2009,Workstation
Quadro FX 1300,,34,,276,55,0.63,128,Apr 2009,Workstation
Quadro FX 1400,245.01,124,0.51,152,70,1.77,128,Oct 2011,Workstation
Quadro FX 1500,456.62,170,0.37,74,65,2.61,256,Apr 2009,Workstation
Quadro FX 1500M,,171,,275,45,3.80,512,Apr 2009,Workstation
Quadro FX 1600M,149.90,131,0.87,109,50,2.62,512,Jun 2009,Workstation
Quadro FX 1700,350.14,171,0.49,36,42,4.08,512,Apr 2009,Workstation
Quadro FX 1700M,,173,,135,50,3.45,512,Apr 2009,Workstation
Quadro FX 1800,135.00,402,2.97,63,59,6.81,768,Apr 2009,Workstation
Quadro FX 1800M,,467,,70,45,10.38,1024,Apr 2010,Workstation
Quadro FX 2000,,18,,146,,,128,Sep 2009,Workstation
Quadro FX 2500M,17.50,218,12.45,272,45,4.84,512,Apr 2009,Workstation
Quadro FX 2700,,543,,465,,,,Apr 2014,Unknown
Quadro FX 2700M,99.95,367,3.67,38,65,5.64,512,Apr 2009,Workstation
Quadro FX 2800M,190.00,415,2.18,48,75,5.53,1024,Feb 2010,Workstation
Quadro FX 3000,166.61,69,0.41,178,,,256,Apr 2009,Workstation
Quadro FX 3400/4400,,104,,239,101,1.03,256,Aug 2012,Workstation
Quadro FX 3450,119.99,149,1.24,235,83,1.80,256,Aug 2009,Workstation
Quadro FX 3450/4000 SDI,,179,,83,,,256,Apr 2009,Workstation
Quadro FX 350,,86,,378,21,4.09,128,Apr 2009,Workstation
Quadro FX 3500,68.98,260,3.77,81,80,3.25,256,Apr 2009,Workstation
Quadro FX 3500M,99.99,306,3.06,309,45,6.81,512,Sep 2009,Workstation
Quadro FX 350M,,45,,132,15,2.98,256,May 2009,Workstation
Quadro FX 3600M,,467,,365,70,6.67,512,Apr 2009,Workstation
Quadro FX 360M,,87,,308,17,5.11,256,Apr 2009,Workstation
Quadro FX 370,125.00,84,0.67,385,35,2.39,256,Apr 2009,Workstation
Quadro FX 370 Low Profile,,103,,492,,,,Oct 2010,Unknown
Quadro FX 370 LP,,108,,481,25,4.32,256,May 2012,Workstation
Quadro FX 3700,213.27,378,1.77,91,78,4.84,512,Jul 2010,Workstation
Quadro FX 3700M,925.00,456,0.49,88,75,6.08,1024,Apr 2009,Workstation
Quadro FX 370M,,93,,334,20,4.66,256,Apr 2009,Workstation
Quadro FX 380,72.50,157,2.17,70,34,4.63,256,Feb 2012,Workstation
Quadro FX 380 LP,,123,,75,28,4.38,512,Feb 2010,Workstation
Quadro FX 3800,259.13,824,3.18,53,108,7.63,1024,Apr 2009,Workstation
Quadro FX 3800M,,586,,46,100,5.86,1024,Oct 2009,Workstation
Quadro FX 380M,,121,,106,25,4.83,512,Mar 2010,Workstation
Quadro FX 4000,,101,,78,142,0.71,256,Dec 2009,Workstation
Quadro FX 4500,169.00,227,1.34,120,109,2.08,512,Apr 2009,Workstation
Quadro FX 4500 X2,,236,,653,,,,Mar 2010,Unknown
Quadro FX 4600,333.25,431,1.29,127,134,3.21,768,Apr 2009,Workstation
Quadro FX 4700 X2,,676,,509,,,,Apr 2014,Unknown
Quadro FX 4800,1659.80,979,0.59,68,150,6.52,1536,Aug 2012,Workstation
Quadro FX 500/600 PCI,,14,,203,,,,Apr 2009,Unknown
Quadro FX 500/FX 600,,8,,151,,,,Apr 2009,Unknown
Quadro FX 540,59.99,81,1.35,294,35,2.31,128,Apr 2009,Workstation
Quadro FX 550,287.82,64,0.22,325,25,2.55,128,Apr 2009,Workstation
Quadro FX 5500,1999.00,242,0.12,394,96,2.53,1024,Apr 2009,Workstation
Quadro FX 560,150.25,114,0.76,360,30,3.80,128,Apr 2009,Workstation
Quadro FX 5600,295.00,525,1.78,109,,,,Apr 2009,Unknown
Quadro FX 570,115.00,232,2.02,71,38,6.12,256,Apr 2009,Workstation
Quadro FX 570M,,104,,60,45,2.31,512,Apr 2009,Workstation
Quadro FX 580,130.00,161,1.24,44,40,4.03,512,Apr 2009,Workstation
Quadro FX 5800,274.00,"1,223",4.46,99,189,6.47,4096,Apr 2009,Workstation
Quadro FX 770M,527.00,221,0.42,37,35,6.30,512,Apr 2009,Workstation
Quadro FX 880M,,225,,56,35,6.42,1024,Feb 2010,Workstation
Quadro FX Go1400,,102,,223,,,,Apr 2009,Unknown
Quadro GP100,,"16,374",,847,235,69.68,16384,Apr 2017,Workstation
Quadro GV100,8999.00,"19,824",2.20,848,250,79.30,32768,Mar 2018,Workstation
Quadro K1000M,69.95,779,11.14,250,45,17.32,2048,Aug 2012,Workstation
Quadro K1100M,322.99,"1,089",3.37,253,45,24.21,2048,Aug 2013,Workstation
