videocard_name,price,g3d_mark,videocard_value,g2d_mark,tdp,power_perf,vram,test_date,category
Radeon Ryzen 3 3250U,,794,,228,,,,Dec 2022,Unknown
Radeon Ryzen 3 5300U,,"1,583",,453,,,,Dec 2022,Unknown
Radeon Ryzen 3 5425U,,"1,556",,533,,,,Jan 2023,Unknown
Radeon Ryzen 3 7330U,,"1,647",,520,,,,May 2023,Unknown
Radeon Ryzen 3 7335U,,"2,114",,669,,,,May 2024,Desktop
Radeon Ryzen 3 PRO 4355GE,,"1,432",,523,,,,May 2023,Unknown
Radeon Ryzen 3 PRO 5450U,,"1,778",,538,,,,Mar 2022,Unknown
Radeon Ryzen 3 PRO 5475U,,"1,541",,519,,,,Mar 2024,Unknown
Radeon Ryzen 3 PRO 7330U,,"1,915",,619,,,,Mar 2023,Unknown
Radeon Ryzen 3 PRO 7335U,,"1,960",,656,,,,Mar 2024,Unknown
Radeon Ryzen 5 3450U,,"1,111",,269,,,,Dec 2022,Unknown
Radeon Ryzen 5 4400G,,"2,296",,692,,,,May 2023,Unknown
Radeon Ryzen 5 4600GE with Radeon Graphics,,"1,896",,604,,,,Jan 2022,Unknown
Radeon Ryzen 5 5500GT,,"2,655",,746,,,,Feb 2024,Unknown
Radeon Ryzen 5 5500U,,"2,083",,494,,,,Dec 2022,Unknown
Radeon Ryzen 5 5560U,,"2,043",,596,,,,Jun 2022,Unknown
Radeon Ryzen 5 5600GE,,"2,573",,729,,,,Feb 2023,Unknown
Radeon Ryzen 5 5600GT,,"2,622",,754,,,,Feb 2024,Unknown
Radeon Ryzen 5 5600H,,"2,403",,640,,,,Oct 2021,Unknown
Radeon Ryzen 5 5600U,,"2,116",,615,,,,Sep 2021,Unknown
Radeon Ryzen 5 5625U,,"2,145",,535,,,,Dec 2022,Unknown
Radeon Ryzen 5 6600H,,"3,687",,721,,,,Dec 2022,Unknown
Radeon Ryzen 5 6600HS Creator Edition,,"3,754",,740,,,,Dec 2022,Unknown
Radeon Ryzen 5 6600U,,"3,395",,702,,,,Dec 2022,Unknown
Radeon Ryzen 5 7430U,,"2,180",,584,,,,Apr 2024,Desktop
Radeon Ryzen 5 7530U,,"2,217",,626,,,,Jan 2023,Unknown
Radeon Ryzen 5 7535HS,,"3,629",,770,,,,Apr 2023,Unknown
Radeon Ryzen 5 7535U,,"3,314",,708,,,,Jun 2023,Unknown
Radeon Ryzen 5 7600 6-Core,,"1,832",,549,,,,Jan 2023,Unknown
Radeon Ryzen 5 7600X 6-Core,,"1,753",,561,,,,Dec 2022,Unknown
Radeon Ryzen 5 Microsoft Surface Edition,,"2,099",,521,,,,Apr 2021,Unknown
Radeon Ryzen 5 PRO 4500U,,"2,078",,557,,,,Feb 2022,Unknown
Radeon Ryzen 5 PRO 4655G,,"2,376",,710,,,,May 2023,Unknown
Radeon Ryzen 5 PRO 4655GE,,"2,362",,639,,,,Aug 2023,Unknown
Radeon Ryzen 5 PRO 5650G,,"2,299",,746,,,,Dec 2021,Unknown
Radeon Ryzen 5 PRO 5650GE,,"2,364",,762,,,,Oct 2021,Unknown
Radeon Ryzen 5 PRO 5675U,,"1,940",,573,,,,Feb 2023,Unknown
Radeon Ryzen 5 PRO 6650H,,"3,725",,627,,,,Jul 2024,Unknown
Radeon Ryzen 5 PRO 6650U,,"3,674",,711,,,,Dec 2022,Unknown
Radeon Ryzen 5 Pro 7535U,,"3,301",,715,,,,Jan 2024,Unknown
Radeon Ryzen 5 PRO 7645 6-Core,,"1,552",,516,,,,May 2023,Unknown
Radeon Ryzen 7 3700U,,"1,434",,352,,,,Dec 2022,Unknown
Radeon Ryzen 7 4700G,,"2,613",,697,,,,Mar 2021,Unknown
Radeon Ryzen 7 4700GE,,"2,610",,661,,,,Apr 2021,Unknown
Radeon Ryzen 7 4700U,,"2,041",,534,,,,Mar 2021,Unknown
Radeon Ryzen 7 4800H,,"3,524",,515,,,,Mar 2021,Unknown
Radeon Ryzen 7 4800HS,,"3,598",,527,,,,Mar 2021,Unknown
Radeon Ryzen 7 4800U,,"2,316",,560,,,,Mar 2021,Unknown
Radeon Ryzen 7 4850U Mobile,,"2,138",,519,,,,Mar 2022,Unknown
Radeon Ryzen 7 5700U,,"2,304",,512,,,,Dec 2022,Unknown
Radeon Ryzen 7 5800H,,"2,826",,704,,,,Sep 2021,Unknown
Radeon Ryzen 7 5800HS,,"2,505",,624,,,,Oct 2022,Unknown
Radeon Ryzen 7 5800HS Creator Edition,,"2,271",,576,,,,Dec 2022,Unknown
Radeon Ryzen 7 5800U,,"2,409",,645,,,,Oct 2021,Unknown
Radeon Ryzen 7 5825U,,"2,386",,601,,,,Dec 2022,Unknown
Radeon Ryzen 7 6800H,,"5,349",,783,,,,Dec 2022,Unknown
Radeon Ryzen 7 6800HS,,"6,210",,761,,,,Dec 2022,Unknown
Radeon Ryzen 7 6800HS Creator Edition,,"5,461",,774,,,,Jan 2023,Unknown
Radeon Ryzen 7 6800U,,"4,572",,568,,,,Dec 2022,Unknown
Radeon Ryzen 7 7700 8-Core,,"1,683",,542,,,,Jan 2023,Unknown
Radeon Ryzen 7 7700X 8-Core,,"2,141",,589,,,,Dec 2022,Unknown
Radeon Ryzen 7 7730U,,"2,454",,616,,,,Mar 2023,Unknown
Radeon Ryzen 7 7735H,,"5,191",,799,,,,Mar 2023,Unknown
Radeon Ryzen 7 7735HS,,"5,353",,815,,,,Jan 2023,Unknown
Radeon Ryzen 7 7735U,,"5,188",,733,,,,Apr 2023,Unknown
Radeon Ryzen 7 7736U,,"5,792",,684,,,,Jan 2023,Unknown
Radeon Ryzen 7 7800X3D 8-Core,,"1,744",,539,,,,Apr 2023,Unknown
Radeon Ryzen 7 Microsoft Surface Edition,,"2,297",,520,,,,Apr 2021,Unknown
Radeon Ryzen 7 PRO 4750G,,"2,596",,689,,,,Mar 2021,Unknown
Radeon Ryzen 7 PRO 4750GE,,"2,368",,627,,,,Mar 2021,Unknown
Radeon Ryzen 7 PRO 4750U,,"2,058",,536,,,,Mar 2021,Unknown
Radeon Ryzen 7 PRO 5875U,,"1,989",,528,,,,Jan 2023,Unknown
Radeon Ryzen 7 PRO 6850H,,"5,763",,761,,,,Dec 2022,Unknown
Radeon Ryzen 7 PRO 6850HS,,"5,139",,837,,,,Dec 2022,Unknown
Radeon Ryzen 7 PRO 6850U,,"5,179",,755,,,,Dec 2022,Unknown
Radeon Ryzen 7 PRO 6860Z,,"4,594",,713,,,,Jan 2023,Unknown
Radeon Ryzen 7 PRO 7730U,,"2,318",,603,,,,Mar 2023,Unknown
Radeon Ryzen 7 Pro 7735U,,"4,436",,627,,,,Jan 2024,Unknown
Radeon Ryzen 7 PRO 7745 8-Core,,"1,582",,529,,,,May 2023,Unknown
Radeon Ryzen 9 4900H,,"2,554",,658,,,,Jun 2021,Unknown
Radeon Ryzen 9 5900H,,"2,961",,819,,,,Jan 2022,Unknown
Radeon Ryzen 9 5980HS,,"2,749",,751,,,,Oct 2022,Unknown
Radeon Ryzen 9 6900HS,,"7,269",,675,,,,Dec 2022,Unknown
Radeon Ryzen 9 6900HS Creator Edition,,"6,012",,847,,,,Jun 2024,Unknown
Radeon Ryzen 9 7900 12-Core,,"2,240",,572,,,,Jan 2023,Unknown
Radeon Ryzen 9 7900X 12-Core,,"2,570",,584,,,,Dec 2022,Unknown
Radeon Ryzen 9 7900X3D 12-Core,,"1,655",,534,,,,Nov 2023,Unknown
Radeon Ryzen 9 7950X 16-Core,,"4,050",,593,,,,Dec 2022,Unknown
Radeon Ryzen 9 7950X3D 16-Core,,"1,632",,527,,,,Mar 2023,Unknown
Radeon Ryzen 9 PRO 6950H,,"6,210",,855,,,,Mar 2024,Unknown
Radeon Ryzen 9 PRO 6950HS,,"4,251",,800,,,,Jan 2023,Unknown
Radeon Ryzen 9 PRO 7945 12-Core,,"1,711",,577,,,,May 2023,Unknown
Radeon Ryzen Embedded R2314,,"1,032",,329,,,,Jan 2024,Unknown
Radeon Ryzen Embedded R2514,,"1,482",,396,,,,Aug 2023,Unknown
Radeon Ryzen Embedded R2544,,"1,865",,443,,,,Aug 2023,Unknown
Radeon Ryzen Embedded V2516,,"1,528",,532,,,,May 2022,Unknown
Radeon Ryzen Embedded V2546,,"2,237",,651,,,,Apr 2024,Desktop
Radeon Ryzen Embedded V2718,,"1,999",,554,,,,Mar 2021,Unknown
Radeon Ryzen Embedded V2748,,"1,842",,600,,,,May 2021,Unknown
Radeon Sky 500,,"4,709",,572,,,,Apr 2019,Unknown
Radeon TM,,"5,576",,693,,,,May 2024,Desktop
Radeon TM R9 A360,,"2,065",,672,,,,Apr 2016,Unknown
Radeon VE,,2,,36,,,,Apr 2009,Unknown
Radeon Vega 10,,"1,563",,367,,,,Apr 2019,Unknown
Radeon Vega 10 Mobile,,"1,516",,339,,,,Dec 2017,Unknown
Radeon Vega 10 Ryzen 7 PRO 3700U w/,,"1,638",,356,,,,Jan 2023,Unknown
Radeon Vega 11,,"1,841",,488,,,,Sep 2019,Unknown
Radeon Vega 11 Ryzen 5 PRO 3350G,,"2,363",,516,,,,Mar 2023,Unknown
Radeon Vega 11 Ryzen 5 PRO 3400G,,"1,936",,463,,,,Jan 2023,Unknown
Radeon Vega 11 Ryzen 5 PRO 3400GE w/,,"1,907",,457,,,,Jan 2023,Unknown
Radeon Vega 2,,506,,244,,,,Sep 2020,Unknown
Radeon Vega 2 Athlon Silver 3050U,,542,,171,,,,Jun 2023,Unknown
Radeon Vega 3,2677.99,888,0.33,304,,,,Apr 2018,Unknown
Radeon Vega 3 3020e,,569,,178,,,,Dec 2022,Unknown
Radeon Vega 3 Athlon 3000G,,"1,005",,328,,,,Jan 2023,Unknown
Radeon Vega 3 Athlon 300GE,,"1,044",,349,,,,Dec 2022,Unknown
Radeon Vega 3 Athlon 300U,,862,,203,,,,Feb 2023,Unknown
Radeon Vega 3 Athlon 320GE,,694,,276,,,,May 2023,Unknown
Radeon Vega 3 Athlon Gold 3150G,,"1,334",,467,,,,Jul 2023,Unknown
Radeon Vega 3 Athlon Gold 3150U,,597,,206,,,,Jan 2023,Unknown
Radeon Vega 3 Athlon Gold PRO 3150GE,,920,,433,,,,Jan 2023,Unknown
Radeon Vega 3 Athlon PRO 300GE w/,,935,,383,,,,Feb 2024,Unknown
Radeon Vega 3 Athlon Silver 3050e,,508,,171,,,,Jan 2023,Unknown
Radeon Vega 3 Athlon Silver 3050U,,856,,235,,,,Jan 2023,Unknown
Radeon Vega 3 Mobile,,"1,034",,314,,,,Dec 2017,Unknown
Radeon Vega 3 Ryzen 3 3200U,,845,,260,,,,Jan 2023,Unknown
Radeon Vega 3 Ryzen 3 3250U,,784,,233,,,,Jan 2023,Unknown
Radeon Vega 3 Ryzen Embedded R1305G,,359,,151,,,,Feb 2023,Unknown
Radeon Vega 3 Ryzen Embedded R1505G,,737,,265,,,,Dec 2022,Unknown
Radeon Vega 6,1799.99,"1,311",0.73,341,,,,May 2018,Unknown
Radeon Vega 6 Ryzen 3 3300U,,"1,320",,308,,,,Feb 2023,Unknown
Radeon Vega 6 Ryzen 3 3350U,,"1,531",,358,,,,Dec 2022,Unknown
Radeon Vega 6 Ryzen 3 PRO 3300U w/,,"1,370",,332,,,,Jan 2023,Unknown
Radeon Vega 8,126.86,"1,583",12.48,412,,,0,Feb 2018,"Desktop, Mobile"
Radeon Vega 8 Mobile,,"1,426",,342,,,,Nov 2017,Unknown
Radeon Vega 8 Ryzen 3 3200G,,"1,936",,459,,,,Dec 2022,Unknown
Radeon Vega 8 Ryzen 3 3200GE,,"1,722",,518,,,,Apr 2023,Unknown
Radeon Vega 8 Ryzen 3 PRO 3200G,,"1,861",,425,,,,Feb 2023,Unknown
Radeon Vega 8 Ryzen 3 PRO 3200GE w/,,"1,498",,415,,,,Jun 2023,Unknown
Radeon Vega 8 Ryzen 5 3450U,,"1,223",,314,,,,Jan 2023,Unknown
Radeon Vega 8 Ryzen 5 3500U,,"1,396",,326,,,,Dec 2022,Unknown
Radeon Vega 8 Ryzen 5 3550H,,"1,681",,352,,,,Dec 2022,Unknown
Radeon Vega 8 Ryzen 5 PRO 3500U w/,,"1,499",,339,,,,Jan 2023,Unknown
Radeon Vega 9,,"1,596",,408,,,,Oct 2019,Unknown
Radeon Vega 9 Ryzen 5 3550H,,"1,561",,358,,,,Apr 2023,Unknown
Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,,"1,516",,359,,,,Feb 2023,Unknown
Radeon Vega Frontier Edition,1679.99,"13,226",7.87,748,350,37.79,16384,Jun 2017,Desktop
Radeon VII,1899.95,"16,697",8.79,787,300,55.66,16384,Feb 2019,Desktop
Radeon with 3 5300U Ryzen 3 5300U,,"1,266",,449,,,,Apr 2024,Unknown
Radeon X1050,,49,,245,,,256,Apr 2009,Desktop
Radeon X1200,,33,,169,,,,Oct 2010,Unknown
Radeon X1250,,37,,199,,,,May 2009,Unknown
Radeon X1270,,31,,169,,,,Oct 2010,Unknown
Radeon X1300,95.78,58,0.61,237,,,256,Jul 2009,Desktop
Radeon X1300 PRO,,84,,313,,,,Nov 2009,Unknown
Radeon X1550,155.00,67,0.43,253,27,2.47,512,Jul 2009,Desktop
Radeon X1550 64-bit,,48,,257,,,,Dec 2009,Unknown
Radeon X1600,,49,,209,,,,May 2009,Unknown
Radeon X1600 Pro,,99,,273,41,2.41,512,Oct 2012,Desktop
Radeon X1600 Pro / X1300XT,,69,,285,,,,Jan 2010,Unknown
Radeon X1600 XT,,116,,356,42,2.75,512,Dec 2012,Desktop
Radeon X1650 GTO,,75,,384,,,,Oct 2009,Unknown
Radeon X1650 Pro,160.89,85,0.53,241,44,1.93,512,Jan 2010,Desktop
Radeon X1650 SE,,71,,358,,,,Apr 2009,Unknown
Radeon X1700 Targa Edition,,117,,255,,,,Oct 2012,Unknown
Radeon X1800 GTO,,141,,415,48,2.93,512,Jul 2009,Desktop
Radeon X1900 CrossFire Edition,,137,,507,100,1.37,512,Mar 2011,Desktop
Radeon X1900 GT,,146,,409,75,1.95,256,Jul 2009,Desktop
Radeon X1950 CrossFire Edition,,151,,466,,,512,May 2009,Desktop
Radeon X1950 GT,,106,,279,57,1.86,512,Mar 2010,Desktop
Radeon X1950 Pro,,113,,318,66,1.71,512,Sep 2009,Desktop
RADEON X300SE,,38,,242,,,,Apr 2009,Unknown
RADEON X550,,51,,266,,,256,Jul 2009,Desktop
RADEON X550XT,,56,,224,,,,Jul 2009,Unknown
Radeon X550XTX,,71,,240,,,,Oct 2009,Unknown
RADEON X600 256MB HyperMemory,,57,,210,,,256,Apr 2009,Desktop
RADEON X600 PRO,160.49,67,0.42,252,,,,Apr 2009,Unknown
RADEON X600 SE,56.18,49,0.87,229,,,,Oct 2009,Unknown
RADEON X600XT,,92,,258,,,,Dec 2009,Unknown
RADEON X700,,73,,248,,,256,Mar 2010,Desktop
RADEON X700 PRO,,76,,302,,,256,May 2009,Desktop
RADEON X700 SE,,71,,348,,,128,Jul 2009,Desktop
RADEON X800 GT,,84,,423,,,256,Apr 2009,Desktop
RADEON X800 GTO,,115,,162,,,256,Nov 2010,Desktop
RADEON X800 PRO,,65,,190,,,256,Jun 2009,Desktop
RADEON X800 PRO/GTO,,73,,181,,,256,Nov 2009,Desktop
RADEON X800 SE,,130,,384,,,256,Apr 2009,Desktop
RADEON X800 XL,,69,,271,,,256,Mar 2011,Desktop
RADEON X800 XT,,98,,271,,,256,Aug 2012,Desktop
RADEON X800 XT Platinum Edition,,81,,170,,,256,Jul 2012,Desktop
RADEON X800GT,,80,,264,,,,Apr 2009,Unknown
RADEON X850 PRO,,73,,157,,,256,Nov 2010,Desktop
RADEON X850 XT,,81,,326,,,256,Apr 2009,Desktop
RADEON X850 XT Platinum Edition,,82,,261,,,256,Mar 2011,Desktop
Radeon Xpress 1100,,34,,187,,,,Apr 2009,Unknown
Radeon Xpress 1150,,30,,192,,,,Aug 2009,Unknown
Radeon Xpress 1200,,36,,192,,,,May 2009,Unknown
Radeon Xpress 1250,,43,,197,,,,Aug 2012,Unknown
Radeon Xpress 1270,,27,,191,,,,Nov 2009,Unknown
Radeon Xpress 1300,,52,,266,,,,Mar 2014,Unknown
Radeon Xpress 1300M,,40,,195,,,,Aug 2011,Mobile
RADEON XPRESS 200,,30,,188,,,,Oct 2009,Unknown
RADEON XPRESS 200 CROSSFIRE,,18,,164,,,,May 2014,Unknown
RADEON XPRESS 200M,,23,,176,,,,Apr 2009,Mobile
RadeonT 610M,,"1,104",,258,,,,Mar 2023,Mobile
RadeonT 660M Ryzen 5 7535HS,,"4,051",,701,,,,Jul 2023,Mobile
RadeonT 680M Ryzen 7 7735HS,,"5,651",,458,,,,Nov 2023,Mobile
RadeonT 760M,,"5,846",,760,,,,Feb 2024,Mobile
RadeonT 780M,,"7,095",,805,,,,Aug 2023,Mobile
RadeonT RX 6850M XT,,"13,848",,702,165,83.93,12288,Jun 2023,Mobile
RadeonT RX Vega 11,,"1,621",,440,,,,May 2023,Unknown
RadeonT Vega 8,,"1,894",,355,,,,Feb 2023,Unknown
Rage 128 Pro,,1,,40,,,,Apr 2009,Unknown
RAGE 128 PRO AGP 4X TMDS,,1,,142,,,,Apr 2009,Unknown
Rage Fury Pro/Xpert 2000 Pro,,3,,53,,,,May 2009,Unknown
RDPDD Chained DD,,187,,7,,,,Mar 2024,Unknown
Red Hat QXL controller,,32,,270,,,,Sep 2015,Unknown
RGH Drivers v3,,11,,312,,,,Sep 2016,Unknown
RIVA TNT2 Model 64/Model 64 Pro,,4,,107,,,,Sep 2009,Unknown
RIVA TNT2/TNT2 Pro,,3,,71,,,,Apr 2009,Unknown
RTX 1000 Ada Generation Laptop GPU,,"14,012",,613,,,,Mar 2024,Unknown
RTX 2000 Ada Generation,,"17,973",,"1,164",,,,Mar 2024,Unknown
RTX 2000 Ada Generation Laptop GPU,,"15,300",,607,,,,Feb 2023,Unknown
RTX 3000 Ada Generation Laptop GPU,,"16,787",,594,,,,Oct 2023,Unknown
RTX 3500 Ada Generation Laptop GPU,,"18,905",,646,,,,Apr 2023,Unknown
RTX 4000 Ada Generation,,"25,263",,"1,046",,,,Oct 2023,Unknown
RTX 4000 Ada Generation Laptop GPU,,"22,866",,730,,,,May 2023,Unknown
RTX 4000 SFF Ada Generation,,"20,854",,"1,115",,,,Apr 2023,Unknown
RTX 4500 Ada Generation,,"28,027",,"1,061",,,,Nov 2023,Unknown
RTX 500 Ada Generation Laptop GPU,,"11,547",,523,,,,Apr 2024,Desktop
RTX 5000 Ada Generation,,"26,027",,923,,,,Oct 2023,Unknown
RTX 5000 Ada Generation Laptop GPU,,"23,859",,705,,,,Apr 2023,Unknown
RTX 5880 Ada Generation,,"34,569",,"1,220",,,,Aug 2024,Desktop
RTX 6000 Ada Generation,,"28,190",,947,,,,Mar 2023,Unknown
RTX A1000,,"11,723",,"1,304",,,,Jul 2024,Desktop
RTX A1000 6GB Laptop GPU,,"10,248",,569,,,,Apr 2023,Unknown
RTX A1000 Embedded GPU,,"11,369",,906,,,,Oct 2022,Unknown
RTX A1000 Laptop GPU,,"9,495",,525,,,,Jun 2022,Unknown
RTX A2000,434.33,"13,752",31.66,986,,,,Nov 2021,Unknown
RTX A2000 12GB,,"13,718",,"1,117",,,,Apr 2022,Unknown
RTX A2000 8GB Laptop GPU,,"10,938",,543,,,,Jun 2022,Unknown
RTX A2000 Laptop GPU,,"9,956",,480,95,104.80,4096,Jul 2021,"Mobile, Workstation"
RTX A3000 12GB Laptop GPU,,"14,341",,610,,,,Feb 2022,Unknown
RTX A3000 Laptop GPU,,"12,530",,510,130,96.39,6144,Jun 2021,"Mobile, Workstation"
RTX A400,,"3,565",,598,,,,Aug 2024,Desktop
RTX A4000,749.99,"19,403",25.87,"1,000",140,138.59,16384,May 2021,Workstation
RTX A4000 Laptop GPU,,"15,306",,572,140,109.33,16384,Jul 2021,"Mobile, Workstation"
RTX A4500,1549.99,"21,712",14.01,"1,064",,,,Mar 2022,Unknown
RTX A4500 Embedded GPU,,"10,916",,548,,,,Nov 2023,Unknown
RTX A4500 Laptop GPU,,"17,571",,741,,,,Jul 2022,Unknown
RTX A500 Laptop GPU,,"6,749",,442,,,,Dec 2022,Unknown
RTX A5000,2229.99,"22,816",10.23,"1,042",230,99.20,24576,May 2021,Workstation
RTX A5000 Laptop GPU,,"15,998",,611,165,96.96,16384,Jun 2021,"Mobile, Workstation"
RTX A5500,2169.99,"22,344",10.30,855,,,,May 2022,Unknown
RTX A5500 Laptop GPU,,"17,355",,713,,,,Jul 2022,Unknown
RTX A6000,4109.99,"22,519",5.48,905,300,75.06,49152,Jan 2021,Workstation
RTXA5000-6Q,,"1,522",,71,,,,Apr 2024,Desktop
RTXA6000-8Q,,"4,237",,86,,,,Apr 2023,Unknown
RV530 PRO,,119,,386,,,,Oct 2009,Unknown
Ryzen 3 4300G with Radeon Graphics,,"2,059",,615,,,,Jul 2020,Unknown
Ryzen 3 4300GE with Radeon Graphics,,"2,271",,668,,,,Oct 2020,Unknown
Ryzen 3 4300U with Radeon Graphics,,"1,356",,475,,,,Apr 2020,Unknown
Ryzen 3 5300G with Radeon Graphics,,"2,004",,703,,,,Jun 2021,Unknown
Ryzen 3 5300GE with Radeon Graphics,,"1,917",,712,,,,Jun 2021,Unknown
Ryzen 3 5300U with Radeon Graphics,,"1,528",,492,,,,Apr 2021,Unknown
Ryzen 3 5400U with Radeon Graphics,,"1,578",,537,,,,Mar 2021,Unknown
Ryzen 3 5425U with Radeon Graphics,,"1,668",,544,,,,Feb 2022,Unknown
Ryzen 3 7330U with Radeon Graphics,,"1,650",,568,,,,Feb 2023,Unknown
Ryzen 3 PRO 4200G with Radeon Graphics,,"1,799",,705,,,,Feb 2021,Unknown
Ryzen 3 PRO 4200GE with Radeon Graphics,,"1,748",,593,,,,Nov 2020,Unknown
Ryzen 3 PRO 4300U with Radeon Graphics,,"1,543",,539,,,,May 2020,Unknown
Ryzen 3 Pro 4350G with Radeon Graphics,,"2,124",,617,,,,Apr 2020,Unknown
Ryzen 3 PRO 4350GE with Radeon Graphics,,"1,906",,600,,,,Jul 2020,Unknown
Ryzen 3 PRO 4450U with Radeon Graphics,,"1,549",,529,,,,Aug 2020,Unknown
Ryzen 3 PRO 5350G with Radeon Graphics,,"2,329",,777,,,,Jun 2021,Unknown
Ryzen 3 PRO 5350GE with Radeon Graphics,,"1,775",,667,,,,Jun 2021,Unknown
Ryzen 3 PRO 5450U with Radeon Graphics,,"1,601",,538,,,,Jun 2021,Unknown
Ryzen 3 PRO 5475U with Radeon Graphics,,"1,432",,596,,,,May 2022,Unknown
Ryzen 3 PRO 7330U with Radeon Graphics,,"1,985",,626,,,,Mar 2023,Unknown
Ryzen 5 2500U with Radeon Vega,,"1,503",,388,,,,Apr 2018,Unknown
Ryzen 5 4500U with Radeon Graphics,,"1,818",,527,,,,Apr 2020,Unknown
Ryzen 5 4600G with Radeon Graphics,,"2,378",,622,,,,Jul 2020,Unknown
Ryzen 5 4600H with Radeon Graphics,,"2,197",,550,,,,Aug 2020,Unknown
Ryzen 5 4600HS with Radeon Graphics,,"8,371",,414,,,,Sep 2020,Unknown
Ryzen 5 4600U with Radeon Graphics,,"1,901",,558,,,,May 2020,Unknown
Ryzen 5 5500GT with Radeon Graphics,,"2,517",,687,,,,Jul 2023,Unknown
Ryzen 5 5500U with Radeon Graphics,,"1,991",,536,,,,Feb 2021,Unknown
Ryzen 5 5560U with Radeon Graphics,,"2,073",,556,,,,Mar 2022,Unknown
Ryzen 5 5600G with Radeon Graphics,,"2,583",,765,,,,May 2021,Unknown
Ryzen 5 5600GE with Radeon Graphics,,"2,602",,886,,,,Jun 2021,Unknown
Ryzen 5 5600GT with Radeon Graphics,,"2,007",,643,,,,Jul 2023,Unknown
Ryzen 5 5600H with Radeon Graphics,,"2,336",,590,,,,Jun 2021,Unknown
Ryzen 5 5600U with Radeon Graphics,,"2,178",,623,,,,Apr 2021,Unknown
Ryzen 5 5625U with Radeon Graphics,,"1,989",,584,,,,Mar 2022,Unknown
Ryzen 5 6600H with Radeon Graphics,,"3,525",,625,,,,Apr 2020,Unknown
Ryzen 5 6600HS Creator Edition,,"3,671",,718,,,,Nov 2022,Unknown
Ryzen 5 6600U with Radeon Graphics,,"3,233",,754,,,,Jul 2022,Unknown
Ryzen 5 7530U with Radeon Graphics,,"2,269",,576,,,,Dec 2022,Unknown
Ryzen 5 7535HS with Radeon Graphics,,"3,680",,731,,,,Feb 2022,Unknown
Ryzen 5 7535U with Radeon Graphics,,"3,529",,681,,,,Feb 2022,Unknown
Ryzen 5 PRO 4400G with Radeon Graphics,,"2,306",,599,,,,Aug 2020,Unknown
Ryzen 5 PRO 4400GE with Radeon Graphics,,"1,442",,563,,,,Nov 2020,Unknown
Ryzen 5 PRO 4500U with Radeon Graphics,,"2,008",,564,,,,May 2020,Unknown
Ryzen 5 Pro 4650G with Radeon Graphics,,"2,397",,671,,,,Jul 2020,Unknown
Ryzen 5 PRO 4650GE with Radeon Graphics,,"2,113",,617,,,,Sep 2020,Unknown
Ryzen 5 PRO 4650U with Radeon Graphics,,"1,747",,513,,,,Jul 2020,Unknown
Ryzen 5 PRO 5650G with Radeon Graphics,,"2,501",,856,,,,Jun 2021,Unknown
Ryzen 5 PRO 5650GE with Radeon Graphics,,"2,436",,824,,,,Jun 2021,Unknown
Ryzen 5 PRO 5650U with Radeon Graphics,,"2,048",,624,,,,May 2021,Unknown
Ryzen 5 PRO 5675U with Radeon Graphics,,"1,720",,586,,,,Apr 2022,Unknown
Ryzen 5 PRO 6650H with Radeon Graphics,,"3,727",,845,,,,Aug 2022,Unknown
Ryzen 5 PRO 6650U,,"3,519",,766,,,,Dec 2022,Unknown
Ryzen 5 PRO 6650U with Radeon Graphics,,"3,515",,714,,,,Apr 2022,Unknown
Ryzen 5 PRO 7530U with Radeon Graphics,,"1,925",,575,,,,May 2023,Unknown
Ryzen 7 2700U with Radeon Vega,,"1,617",,442,,,,Apr 2018,Unknown
Ryzen 7 4700G with Radeon Graphics,,"2,187",,671,,,,Nov 2020,Unknown
Ryzen 7 4700GE with Radeon Graphics,,"2,496",,761,,,,Sep 2020,Unknown
Ryzen 7 4700U with Radeon Graphics,,"2,034",,553,,,,Apr 2020,Unknown
Ryzen 7 4800H with Radeon Graphics,,"2,113",,585,,,,Apr 2020,Unknown
Ryzen 7 4800HS with Radeon Graphics,,"6,999",,355,,,,Aug 2020,Unknown
Ryzen 7 4800U with Radeon Graphics,,"2,344",,570,,,,May 2020,Unknown
Ryzen 7 5700G with Radeon Graphics,,"2,796",,798,,,,May 2021,Unknown
Ryzen 7 5700GE with Radeon Graphics,,"2,771",,843,,,,Jun 2021,Unknown
Ryzen 7 5700U with Radeon Graphics,,"2,246",,562,,,,Feb 2021,Unknown
Ryzen 7 5800H with Radeon Graphics,,"2,740",,722,,,,Feb 2021,Unknown
Ryzen 7 5800HS with Radeon Graphics,,"2,917",,589,,,,Mar 2021,Unknown
Ryzen 7 5800U with Radeon Graphics,,"2,362",,674,,,,Feb 2021,Unknown
Ryzen 7 5825U with Radeon Graphics,,"2,343",,640,,,,Mar 2022,Unknown
Ryzen 7 6800H,,"5,248",,808,,,,Oct 2022,Unknown
Ryzen 7 6800H with Radeon Graphics,,"4,801",,762,,,,May 2022,Unknown
Ryzen 7 6800HS,,"5,237",,867,,,,Nov 2022,Unknown
Ryzen 7 6800HS Creator Edition,,"5,382",,830,,,,Aug 2022,Unknown
Ryzen 7 6800HS with Radeon Graphics,,"6,677",,728,,,,May 2022,Unknown
Ryzen 7 6800U,,"5,006",,784,,,,Nov 2022,Unknown
Ryzen 7 6800U with Radeon Graphics,,"4,829",,751,,,,Jul 2022,Unknown
